Geo Point;Geo Shape;crossing;@id;highway
50.6347597, 2.9408478;"{""type"": ""Point"", ""coordinates"": [2.9408478, 50.6347597]}";;node/2858917514;crossing
50.6180214, 3.1095303;"{""type"": ""Point"", ""coordinates"": [3.1095303, 50.6180214]}";traffic_signals;node/2868039055;crossing
50.5933995, 3.077936;"{""type"": ""Point"", ""coordinates"": [3.077936, 50.5933995]}";;node/2873487973;crossing
50.5934957, 3.0782487;"{""type"": ""Point"", ""coordinates"": [3.0782487, 50.5934957]}";;node/2873487974;crossing
50.5953774, 3.1065328;"{""type"": ""Point"", ""coordinates"": [3.1065328, 50.5953774]}";;node/2873487995;crossing
50.6046079, 3.0911501;"{""type"": ""Point"", ""coordinates"": [3.0911501, 50.6046079]}";;node/2873488000;crossing
50.6053615, 3.0891486;"{""type"": ""Point"", ""coordinates"": [3.0891486, 50.6053615]}";;node/2873489702;crossing
50.6366859, 3.0620239;"{""type"": ""Point"", ""coordinates"": [3.0620239, 50.6366859]}";;node/2876111074;crossing
50.5900767, 3.0469808;"{""type"": ""Point"", ""coordinates"": [3.0469808, 50.5900767]}";;node/2876463129;crossing
50.6316758, 3.0660066;"{""type"": ""Point"", ""coordinates"": [3.0660066, 50.6316758]}";;node/2877765648;crossing
50.6320505, 3.0684115;"{""type"": ""Point"", ""coordinates"": [3.0684115, 50.6320505]}";;node/2877765652;crossing
50.6194405, 3.0635806;"{""type"": ""Point"", ""coordinates"": [3.0635806, 50.6194405]}";;node/2880542179;crossing
50.6194619, 3.0600456;"{""type"": ""Point"", ""coordinates"": [3.0600456, 50.6194619]}";;node/2880542187;crossing
50.6194813, 3.0573167;"{""type"": ""Point"", ""coordinates"": [3.0573167, 50.6194813]}";zebra;node/2880542188;crossing
50.6194984, 3.0613114;"{""type"": ""Point"", ""coordinates"": [3.0613114, 50.6194984]}";zebra;node/2880542192;crossing
50.6194999, 3.0639764;"{""type"": ""Point"", ""coordinates"": [3.0639764, 50.6194999]}";;node/2880542193;crossing
50.619504, 3.0581714;"{""type"": ""Point"", ""coordinates"": [3.0581714, 50.619504]}";zebra;node/2880542196;crossing
50.6195521, 3.0573274;"{""type"": ""Point"", ""coordinates"": [3.0573274, 50.6195521]}";zebra;node/2880542199;crossing
50.6198007, 3.0573487;"{""type"": ""Point"", ""coordinates"": [3.0573487, 50.6198007]}";zebra;node/2880542313;crossing
50.5980724, 2.9994;"{""type"": ""Point"", ""coordinates"": [2.9994, 50.5980724]}";;node/2883027259;crossing
50.5996104, 2.9978871;"{""type"": ""Point"", ""coordinates"": [2.9978871, 50.5996104]}";;node/2883027267;crossing
50.5903926, 3.0018158;"{""type"": ""Point"", ""coordinates"": [3.0018158, 50.5903926]}";;node/2883158090;crossing
50.5760779, 2.9884947;"{""type"": ""Point"", ""coordinates"": [2.9884947, 50.5760779]}";;node/2883308622;crossing
50.5766599, 2.9891967;"{""type"": ""Point"", ""coordinates"": [2.9891967, 50.5766599]}";;node/2883308624;crossing
50.5767677, 2.9892459;"{""type"": ""Point"", ""coordinates"": [2.9892459, 50.5767677]}";;node/2883308628;crossing
50.5777244, 2.9855506;"{""type"": ""Point"", ""coordinates"": [2.9855506, 50.5777244]}";;node/2883308640;crossing
50.5717605, 2.984267;"{""type"": ""Point"", ""coordinates"": [2.984267, 50.5717605]}";;node/2883391643;crossing
50.5426905, 2.9785665;"{""type"": ""Point"", ""coordinates"": [2.9785665, 50.5426905]}";;node/2884174699;crossing
50.5427211, 2.9788194;"{""type"": ""Point"", ""coordinates"": [2.9788194, 50.5427211]}";;node/2884174700;crossing
50.5430136, 2.9764844;"{""type"": ""Point"", ""coordinates"": [2.9764844, 50.5430136]}";;node/2884181405;crossing
50.6126635, 3.1417912;"{""type"": ""Point"", ""coordinates"": [3.1417912, 50.6126635]}";uncontrolled;node/2888588504;crossing
50.5981603, 3.076844;"{""type"": ""Point"", ""coordinates"": [3.076844, 50.5981603]}";;node/2892283106;crossing
50.5636232, 3.0009853;"{""type"": ""Point"", ""coordinates"": [3.0009853, 50.5636232]}";;node/2400516661;crossing
50.5733574, 2.9961445;"{""type"": ""Point"", ""coordinates"": [2.9961445, 50.5733574]}";;node/2400516699;crossing
50.5737485, 2.9949538;"{""type"": ""Point"", ""coordinates"": [2.9949538, 50.5737485]}";;node/2400516714;crossing
50.5737617, 2.9950534;"{""type"": ""Point"", ""coordinates"": [2.9950534, 50.5737617]}";;node/2400516715;crossing
50.5738423, 2.9948504;"{""type"": ""Point"", ""coordinates"": [2.9948504, 50.5738423]}";;node/2400516720;crossing
50.5750374, 2.9979332;"{""type"": ""Point"", ""coordinates"": [2.9979332, 50.5750374]}";;node/2400516730;crossing
50.587643, 3.1091134;"{""type"": ""Point"", ""coordinates"": [3.1091134, 50.587643]}";;node/2400541341;crossing
50.5911677, 3.1015873;"{""type"": ""Point"", ""coordinates"": [3.1015873, 50.5911677]}";;node/2400541403;crossing
50.616027, 3.1409969;"{""type"": ""Point"", ""coordinates"": [3.1409969, 50.616027]}";;node/2400566330;crossing
50.6160911, 3.1420035;"{""type"": ""Point"", ""coordinates"": [3.1420035, 50.6160911]}";;node/2400566331;crossing
50.7312984, 3.1710638;"{""type"": ""Point"", ""coordinates"": [3.1710638, 50.7312984]}";;node/2401290616;crossing
50.733541, 3.1728625;"{""type"": ""Point"", ""coordinates"": [3.1728625, 50.733541]}";;node/2401290675;crossing
50.7351472, 3.1704304;"{""type"": ""Point"", ""coordinates"": [3.1704304, 50.7351472]}";;node/2401290727;crossing
50.7356875, 3.1756831;"{""type"": ""Point"", ""coordinates"": [3.1756831, 50.7356875]}";;node/2401290746;crossing
50.7370941, 3.1708352;"{""type"": ""Point"", ""coordinates"": [3.1708352, 50.7370941]}";;node/2401290976;crossing
50.737398, 3.1830046;"{""type"": ""Point"", ""coordinates"": [3.1830046, 50.737398]}";;node/2401291006;crossing
50.738624, 3.1813223;"{""type"": ""Point"", ""coordinates"": [3.1813223, 50.738624]}";;node/2401291076;crossing
50.7387982, 3.1776673;"{""type"": ""Point"", ""coordinates"": [3.1776673, 50.7387982]}";;node/2401291081;crossing
50.7405954, 3.1820466;"{""type"": ""Point"", ""coordinates"": [3.1820466, 50.7405954]}";;node/2401291145;crossing
50.7480024, 3.1802719;"{""type"": ""Point"", ""coordinates"": [3.1802719, 50.7480024]}";;node/2401291556;crossing
50.7428819, 3.1634095;"{""type"": ""Point"", ""coordinates"": [3.1634095, 50.7428819]}";;node/2402167120;crossing
50.7429852, 3.1634378;"{""type"": ""Point"", ""coordinates"": [3.1634378, 50.7429852]}";;node/2402167127;crossing
50.7433872, 3.1629281;"{""type"": ""Point"", ""coordinates"": [3.1629281, 50.7433872]}";;node/2402167141;crossing
50.7446539, 3.1611616;"{""type"": ""Point"", ""coordinates"": [3.1611616, 50.7446539]}";;node/2402167174;crossing
50.7503735, 3.1537164;"{""type"": ""Point"", ""coordinates"": [3.1537164, 50.7503735]}";;node/2402167263;crossing
50.7507233, 3.1531474;"{""type"": ""Point"", ""coordinates"": [3.1531474, 50.7507233]}";;node/2402167271;crossing
50.587416, 3.0753386;"{""type"": ""Point"", ""coordinates"": [3.0753386, 50.587416]}";;node/2615288015;crossing
50.5882673, 3.0766108;"{""type"": ""Point"", ""coordinates"": [3.0766108, 50.5882673]}";;node/2615288044;crossing
50.589202, 3.0758943;"{""type"": ""Point"", ""coordinates"": [3.0758943, 50.589202]}";;node/2615288085;crossing
50.589228, 3.0757608;"{""type"": ""Point"", ""coordinates"": [3.0757608, 50.589228]}";;node/2615288089;crossing
50.5680795, 2.9455727;"{""type"": ""Point"", ""coordinates"": [2.9455727, 50.5680795]}";;node/2618969498;crossing
50.5683509, 2.9317712;"{""type"": ""Point"", ""coordinates"": [2.9317712, 50.5683509]}";;node/2618969510;crossing
50.5685939, 2.933621;"{""type"": ""Point"", ""coordinates"": [2.933621, 50.5685939]}";;node/2618969516;crossing
50.5694536, 2.9305821;"{""type"": ""Point"", ""coordinates"": [2.9305821, 50.5694536]}";;node/2618969576;crossing
50.5696845, 2.9400354;"{""type"": ""Point"", ""coordinates"": [2.9400354, 50.5696845]}";;node/2618969607;crossing
50.5704975, 2.9325283;"{""type"": ""Point"", ""coordinates"": [2.9325283, 50.5704975]}";;node/2618969652;crossing
50.5707135, 2.9323794;"{""type"": ""Point"", ""coordinates"": [2.9323794, 50.5707135]}";;node/2618969723;crossing
50.5717169, 2.9362872;"{""type"": ""Point"", ""coordinates"": [2.9362872, 50.5717169]}";;node/2618969746;crossing
50.5733892, 2.9386118;"{""type"": ""Point"", ""coordinates"": [2.9386118, 50.5733892]}";;node/2618969799;crossing
50.6104199, 3.0385424;"{""type"": ""Point"", ""coordinates"": [3.0385424, 50.6104199]}";;node/2619780479;crossing
50.611474, 3.1959339;"{""type"": ""Point"", ""coordinates"": [3.1959339, 50.611474]}";;node/2619780505;crossing
50.6134547, 3.2107994;"{""type"": ""Point"", ""coordinates"": [3.2107994, 50.6134547]}";;node/2619780521;crossing
50.6159664, 3.1926137;"{""type"": ""Point"", ""coordinates"": [3.1926137, 50.6159664]}";;node/2619780552;crossing
50.6447683, 3.1582789;"{""type"": ""Point"", ""coordinates"": [3.1582789, 50.6447683]}";;node/2619780639;crossing
50.6448107, 3.0237849;"{""type"": ""Point"", ""coordinates"": [3.0237849, 50.6448107]}";zebra;node/2619780643;crossing
50.6450818, 3.0222092;"{""type"": ""Point"", ""coordinates"": [3.0222092, 50.6450818]}";zebra;node/2619780671;crossing
50.6450846, 3.1589075;"{""type"": ""Point"", ""coordinates"": [3.1589075, 50.6450846]}";;node/2619780674;crossing
50.6452819, 3.1587751;"{""type"": ""Point"", ""coordinates"": [3.1587751, 50.6452819]}";;node/2619780710;crossing
50.6452842, 3.1581759;"{""type"": ""Point"", ""coordinates"": [3.1581759, 50.6452842]}";;node/2619780713;crossing
50.6479558, 2.9831517;"{""type"": ""Point"", ""coordinates"": [2.9831517, 50.6479558]}";;node/2619780735;crossing
50.6483983, 3.0373529;"{""type"": ""Point"", ""coordinates"": [3.0373529, 50.6483983]}";;node/2619780752;crossing
50.648865, 2.9858546;"{""type"": ""Point"", ""coordinates"": [2.9858546, 50.648865]}";;node/2619780764;crossing
50.6491751, 2.9844184;"{""type"": ""Point"", ""coordinates"": [2.9844184, 50.6491751]}";;node/2619780765;crossing
50.6492155, 2.9842529;"{""type"": ""Point"", ""coordinates"": [2.9842529, 50.6492155]}";;node/2619780766;crossing
50.7146439, 3.1559025;"{""type"": ""Point"", ""coordinates"": [3.1559025, 50.7146439]}";;node/2620814075;crossing
50.6864801, 2.8749587;"{""type"": ""Point"", ""coordinates"": [2.8749587, 50.6864801]}";;node/2621086845;crossing
50.6875535, 2.8773332;"{""type"": ""Point"", ""coordinates"": [2.8773332, 50.6875535]}";;node/2621086851;crossing
50.6879598, 2.8768409;"{""type"": ""Point"", ""coordinates"": [2.8768409, 50.6879598]}";;node/2621086852;crossing
50.6883087, 2.8739995;"{""type"": ""Point"", ""coordinates"": [2.8739995, 50.6883087]}";;node/2621086854;crossing
50.6884162, 2.8740106;"{""type"": ""Point"", ""coordinates"": [2.8740106, 50.6884162]}";;node/2621086856;crossing
50.6959006, 3.1304015;"{""type"": ""Point"", ""coordinates"": [3.1304015, 50.6959006]}";;node/2622298190;crossing
50.7108985, 3.1254402;"{""type"": ""Point"", ""coordinates"": [3.1254402, 50.7108985]}";;node/2623920859;crossing
50.6959288, 3.0606799;"{""type"": ""Point"", ""coordinates"": [3.0606799, 50.6959288]}";island;node/2641933786;crossing
50.5801396, 3.1879407;"{""type"": ""Point"", ""coordinates"": [3.1879407, 50.5801396]}";uncontrolled;node/2643939357;crossing
50.5785377, 3.187366;"{""type"": ""Point"", ""coordinates"": [3.187366, 50.5785377]}";traffic_signals;node/2643939359;crossing
50.581151, 3.0398055;"{""type"": ""Point"", ""coordinates"": [3.0398055, 50.581151]}";;node/2645730226;crossing
50.5813302, 3.0414906;"{""type"": ""Point"", ""coordinates"": [3.0414906, 50.5813302]}";;node/2645730229;crossing
50.5814688, 3.0433889;"{""type"": ""Point"", ""coordinates"": [3.0433889, 50.5814688]}";zebra;node/2645730231;crossing
50.5815123, 3.043094;"{""type"": ""Point"", ""coordinates"": [3.043094, 50.5815123]}";zebra;node/2645730232;crossing
50.58177, 3.0362529;"{""type"": ""Point"", ""coordinates"": [3.0362529, 50.58177]}";zebra;node/2645730234;crossing
50.6887516, 3.0646533;"{""type"": ""Point"", ""coordinates"": [3.0646533, 50.6887516]}";uncontrolled;node/2650159053;crossing
50.5208722, 2.9528307;"{""type"": ""Point"", ""coordinates"": [2.9528307, 50.5208722]}";;node/2652488435;crossing
50.7140398, 3.1622203;"{""type"": ""Point"", ""coordinates"": [3.1622203, 50.7140398]}";;node/2659751622;crossing
50.7132094, 3.1607537;"{""type"": ""Point"", ""coordinates"": [3.1607537, 50.7132094]}";;node/2659893075;crossing
50.7145726, 3.1606715;"{""type"": ""Point"", ""coordinates"": [3.1606715, 50.7145726]}";;node/2659893112;crossing
50.7145875, 3.1618271;"{""type"": ""Point"", ""coordinates"": [3.1618271, 50.7145875]}";;node/2659893113;crossing
50.6376774, 2.9679451;"{""type"": ""Point"", ""coordinates"": [2.9679451, 50.6376774]}";zebra;node/2663594705;crossing
50.6276386, 3.0903991;"{""type"": ""Point"", ""coordinates"": [3.0903991, 50.6276386]}";;node/2669884600;crossing
50.7712797, 2.9974158;"{""type"": ""Point"", ""coordinates"": [2.9974158, 50.7712797]}";;node/2675919700;crossing
50.6287135, 3.0737076;"{""type"": ""Point"", ""coordinates"": [3.0737076, 50.6287135]}";zebra;node/2691277581;crossing
50.6255598, 3.09741;"{""type"": ""Point"", ""coordinates"": [3.09741, 50.6255598]}";;node/2694270518;crossing
50.6294975, 3.0902902;"{""type"": ""Point"", ""coordinates"": [3.0902902, 50.6294975]}";;node/2694371017;crossing
50.6283183, 3.0962153;"{""type"": ""Point"", ""coordinates"": [3.0962153, 50.6283183]}";;node/2694663134;crossing
50.6214643, 3.0865673;"{""type"": ""Point"", ""coordinates"": [3.0865673, 50.6214643]}";;node/2695097291;crossing
50.6283216, 3.1136639;"{""type"": ""Point"", ""coordinates"": [3.1136639, 50.6283216]}";;node/2701113569;crossing
50.628323, 3.1137603;"{""type"": ""Point"", ""coordinates"": [3.1137603, 50.628323]}";;node/2701113570;crossing
50.6283899, 3.1137152;"{""type"": ""Point"", ""coordinates"": [3.1137152, 50.6283899]}";;node/2701113572;crossing
50.6288917, 3.1139764;"{""type"": ""Point"", ""coordinates"": [3.1139764, 50.6288917]}";;node/2701113574;crossing
50.6292681, 3.1125564;"{""type"": ""Point"", ""coordinates"": [3.1125564, 50.6292681]}";;node/2701113577;crossing
50.6279547, 3.1147935;"{""type"": ""Point"", ""coordinates"": [3.1147935, 50.6279547]}";;node/2701138007;crossing
50.628765, 3.1182123;"{""type"": ""Point"", ""coordinates"": [3.1182123, 50.628765]}";;node/2701138045;crossing
50.6291384, 3.1122732;"{""type"": ""Point"", ""coordinates"": [3.1122732, 50.6291384]}";;node/2701138048;crossing
50.6305791, 3.115087;"{""type"": ""Point"", ""coordinates"": [3.115087, 50.6305791]}";;node/2701138072;crossing
50.6245459, 3.1135736;"{""type"": ""Point"", ""coordinates"": [3.1135736, 50.6245459]}";;node/2701286470;crossing
50.6246615, 3.1135779;"{""type"": ""Point"", ""coordinates"": [3.1135779, 50.6246615]}";;node/2701286471;crossing
50.6254998, 3.1142923;"{""type"": ""Point"", ""coordinates"": [3.1142923, 50.6254998]}";;node/2701286499;crossing
50.6256979, 3.1099846;"{""type"": ""Point"", ""coordinates"": [3.1099846, 50.6256979]}";;node/2701286511;crossing
50.6261091, 3.1120512;"{""type"": ""Point"", ""coordinates"": [3.1120512, 50.6261091]}";;node/2701286531;crossing
50.6264233, 3.1109904;"{""type"": ""Point"", ""coordinates"": [3.1109904, 50.6264233]}";;node/2701286561;crossing
50.6303263, 3.1128699;"{""type"": ""Point"", ""coordinates"": [3.1128699, 50.6303263]}";;node/2701448552;crossing
50.5767537, 2.9890197;"{""type"": ""Point"", ""coordinates"": [2.9890197, 50.5767537]}";;node/2883308626;crossing
50.5774206, 2.9866805;"{""type"": ""Point"", ""coordinates"": [2.9866805, 50.5774206]}";;node/2883308634;crossing
50.5788262, 2.9812977;"{""type"": ""Point"", ""coordinates"": [2.9812977, 50.5788262]}";;node/2883308646;crossing
50.543159, 2.9726054;"{""type"": ""Point"", ""coordinates"": [2.9726054, 50.543159]}";;node/2884181424;crossing
50.5989778, 3.0807639;"{""type"": ""Point"", ""coordinates"": [3.0807639, 50.5989778]}";;node/2892283111;crossing
50.5965625, 3.0952236;"{""type"": ""Point"", ""coordinates"": [3.0952236, 50.5965625]}";;node/2895204181;crossing
50.5969685, 3.0955379;"{""type"": ""Point"", ""coordinates"": [3.0955379, 50.5969685]}";;node/2895204184;crossing
50.5969834, 3.0956965;"{""type"": ""Point"", ""coordinates"": [3.0956965, 50.5969834]}";;node/2895204185;crossing
50.6192289, 3.1324816;"{""type"": ""Point"", ""coordinates"": [3.1324816, 50.6192289]}";zebra;node/2895206808;crossing
50.6383351, 3.108582;"{""type"": ""Point"", ""coordinates"": [3.108582, 50.6383351]}";;node/2896124342;crossing
50.6403194, 3.1146982;"{""type"": ""Point"", ""coordinates"": [3.1146982, 50.6403194]}";;node/2896124346;crossing
50.6630657, 3.0462009;"{""type"": ""Point"", ""coordinates"": [3.0462009, 50.6630657]}";;node/2899246594;crossing
50.6658053, 3.0443908;"{""type"": ""Point"", ""coordinates"": [3.0443908, 50.6658053]}";;node/2899247050;crossing
50.665846, 3.0441936;"{""type"": ""Point"", ""coordinates"": [3.0441936, 50.665846]}";;node/2899247054;crossing
50.6186641, 3.127953;"{""type"": ""Point"", ""coordinates"": [3.127953, 50.6186641]}";;node/2899780237;crossing
50.6083266, 3.0657256;"{""type"": ""Point"", ""coordinates"": [3.0657256, 50.6083266]}";;node/2922370664;crossing
50.6088823, 3.0655588;"{""type"": ""Point"", ""coordinates"": [3.0655588, 50.6088823]}";;node/2922370673;crossing
50.6343179, 3.0213859;"{""type"": ""Point"", ""coordinates"": [3.0213859, 50.6343179]}";;node/2946092726;crossing
50.6343275, 3.0212229;"{""type"": ""Point"", ""coordinates"": [3.0212229, 50.6343275]}";;node/2946092727;crossing
50.6299822, 3.0237573;"{""type"": ""Point"", ""coordinates"": [3.0237573, 50.6299822]}";;node/2947895861;crossing
50.629605, 3.0242351;"{""type"": ""Point"", ""coordinates"": [3.0242351, 50.629605]}";;node/2947895867;crossing
50.631124, 3.0212645;"{""type"": ""Point"", ""coordinates"": [3.0212645, 50.631124]}";zebra;node/2947909857;crossing
50.6334599, 3.0189222;"{""type"": ""Point"", ""coordinates"": [3.0189222, 50.6334599]}";;node/2947909864;crossing
50.6326574, 3.0244751;"{""type"": ""Point"", ""coordinates"": [3.0244751, 50.6326574]}";;node/2947917368;crossing
50.6290823, 3.0211409;"{""type"": ""Point"", ""coordinates"": [3.0211409, 50.6290823]}";;node/2947948842;crossing
50.7077867, 2.885281;"{""type"": ""Point"", ""coordinates"": [2.885281, 50.7077867]}";;node/2952034030;crossing
50.708054, 2.8850579;"{""type"": ""Point"", ""coordinates"": [2.8850579, 50.708054]}";;node/2952034032;crossing
50.623706, 3.0692585;"{""type"": ""Point"", ""coordinates"": [3.0692585, 50.623706]}";zebra;node/2964149447;crossing
50.6342664, 3.0043752;"{""type"": ""Point"", ""coordinates"": [3.0043752, 50.6342664]}";;node/2967336444;crossing
